
book name,synopsis
形式感+：网页视觉设计创意拓展与快速表现,网页设计师从早年的综合性工作中分化出来，形成了相对独立的专业岗位，网页设计也不再是单纯的软件应用，它衍生出了许多独立的研究方向，当网站策划、交互体验都逐渐独立之后，形式感的突破和表现成为网页视觉设计的一项重要工作。随着时代的发展，网页设计更接近于一门艺术。网络带宽和硬件的发展为网页提供了使用更大图片、动画甚至视频的权利，而这些也为视觉设计师提供了更多表现的空间。另外多终端用户屏幕（主要是各种移动设备，手机、平板等）的出现，它让网页视觉设计师不得不重新定义原有的视觉规范。这些变化都趋使着设计师对新形式的渴望与进一步的探索。《形式感+：网页视觉设计创意拓展与快速表现》就是这样一本速食的设计创意与技巧手册。本书可以帮助有一定基础的网页设计初学者或在职者，在遇到设计创意瓶颈时，能够在较短的时间内解决设计上的创意和视觉形式感的问题。不论是应对紧急的工作需求或是求职面试都能够给观者一个新颖的视觉表现。《形式感+：网页视觉设计创意拓展与快速表现》读者是网页设计师，包含狭义的、广义的、“圈养”的、“野生”的，以及网站开发其他环节需要了解网页视觉设计或与之协作的人员（如用户体验设计师、前端页面开发人员等）。
孵化Twitter,[内容简介]一个在挣扎中生存的博客平台Odeo，一小撮龙蛇混杂的无政府主义者员工，经历了怎样的涅槃，摇身一变，成为纽交所最闪耀的上市企业Twitter？一个因打造和出售Blogger而出名的农家小子，一个渴望用编码改变世界的创业青年，一个害羞又满脑子奇怪想法的文身黑客，一个爱开玩笑逗朋友开心的外交家，这四位各有特色的创始人如何从兢兢业业、每日劳作的工程师，成为了登上杂志封面、《奥普拉秀》和每日秀的富裕名人?而在Twitter日益茁壮成长的过程中，他们又是如何为了金钱、影响力、名气和对公司的控制权而争斗不休，最终却失去了对Twitter的掌控，让一位50岁的前喜剧演员夺取CEO的位置？《纽约时报》最受欢迎的科技和商业记者尼克•比尔顿，在Twitter以指数级速度增长时，将读者带到了这个公司的大幕之后。在《孵化Twitter》中，他用史无前例的写作手法和全身心投入的调查方式，对Twitter和Odeo公司的现任和前任员工、政府官员、Twitter高管们的朋友们、其他重要人士和竞争公司同行们进行了几百个小时采访。虽然Twitter公司拒绝正式授权写作此书，但Twitter的现任和前任董事会成员及公司所有四位创始人集体同意接受采访，时长超过65个小时。同时，尼克•比尔顿还研读了成千上万的微博，照片和视频，包括之前采访的的一千多份文件（员工电子邮件、会议室演示、投资文档、合同、员工日历、合伙文件、政府级别交流、即时通讯通信、报纸文章、博客帖子、高度机密的Twitter法律通告，以及内部电子邮件）。成百上千的信息来源、采访、文件和内部邮件，使得尼克•比尔顿勾画出一个如电影般精彩的，关于金钱、权力、友谊、背叛的真实故事——四个朋友如何意外地改变世界，以及他们在此过程中汲取的教训。[编辑推荐]★国内首部源自真实采访的Twitter成长史，中英文版零时差同步上市！★这是一部被Twitter公司拒绝正式授权的作品，这是一个关于金钱，权力，友谊，背叛的真实故事。★《纽约时报》最受欢迎的科技和商业专栏作家尼克•比尔顿亲自执笔，源自对Twitter四位创始人和高管的几百小时采访，参阅一千多份从未披露的内部文件。★《孵化Twitter：从蛮荒到IPO的狂野旅程》英文版在Twitter上市前夕11月5日一经推出就登上各大销售商的排行榜榜首。中文版零时差同步震撼上市！★湛庐文化出品。
Web之困：现代Web应用安全指南,《web之困：现代web应用安全指南》在web安全领域有“圣经”的美誉，在世界范围内被安全工作者和web从业人员广为称道，由来自googlechrome浏览器团队的世界顶级黑客、国际一流安全专家撰写，是目前唯一深度探索现代web浏览器安全技术的专著。本书从浏览器设计的角度切入，以探讨浏览器的各主要特性和由此衍生出来的各种安全相关问题为主线，深入剖析了现代web浏览器的技术原理、安全机制和设计上的安全缺陷，为web安全工作者和开发工程师们应对各种基于浏览器的安全隐患提供了应对措施。
瞬间之美,本书特色：本书通过重现用户面对Web应用时由始至终的完整情境，主要针对Web应用中几乎所有相关元素，例如Search、Screencast、Blog、Wizard、RSS、Rate、TagCloud以及Form的布局、交互甚至客服等都提出了值得借鉴的解决方案。具体通过30多个故事轻松自然地带领读者领会设计者如何百分之百地用心传达以创造美好的用户体验。本书适用于信息架构设计师、交互设计师、Web开发人员使用，资深设计师可将本书用做汇集了设计方法和思路的参考手册。初级设计师以及Web开发人员则可以按照书中的方法直接使用，找到一条通往用户体验设计的捷径。业界评论：1.译者评论：翻译这本书其实也是一个学习的过程。乍看上去似乎书里面没什么很新的理论或者概念，但是作者有一种“大拙若巧、顺其自然”的味道，每一个问题点（也就是书中的一个个故事）最后的解决方案都是千锤百炼的结晶。也就是说，如果你不了解UE，只需按他所说的去做就保准没事；如果你有过研究，那么每个方案背后的方法和思路同样值得学习。它是一本好书，值得我向任何人推荐2.专业人士评论：严格来说这不是一本告诉你从头到尾如何设计Web的书，这一点真是太棒了。我们并不需要某人彻头彻尾地驯服我们的方法、我们的原则、以及我们的个性。然而它却是一本激发我们百分之百用心地与用户交流和思考的好书。书中你见不到一行HTMLJavascritPerlPHPRuby技术代码，作者完全根据自己的亲身经历和设计经验简单直接地告诉我们良好的用户体验，全在于那些完美的“瞬间”。这是一本激发Web设计灵感的枕边小册，值得我们经常翻阅。
超级IP,一切商业皆内容，一切内容皆IP！从迪士尼、airbnb、YouTube、Instagram到微信、Pai酱、芈月传、鹿晗，IP浪潮席卷全球，这不仅仅是互联网领域的革命，更是未来商业的游戏新规则。IP从泛娱乐形态快速渗透新商业生态全维度，正深化为不同行业共同的战略方法，甚至是一种全新的商业生存方式，即IP化生存。超级IP的内核，是辨识度极高的可认同的商业符号，它意味着一种对于打动人心的内容的身份认同，意味着自带势能和流量，自带压强，或者具有足够压强的一种社群商业标签。在这种全新的商业表达中，IP俨然成为商业逻辑的基础设施。以IP为起点，产品、品牌、渠道、用户等商业元素与IP的连接形成场景化的解决方案，赋能商业，同时IP价值不断沉淀，并形成新的商业反哺。在IP的催化作用之下，流量、用户、产品天然整合一体，并形成了极具吸引力的售卖逻辑。《超级IP：互联网新物种方法论》是逻辑思维联合创始人吴声对未来图景的深度思考，深度解构这一移动互联时代新的连接符号和话语体系，帮助企业、品牌、个人迎接IP时代的变革与挑战。
网易一千零一夜,本书是网易杭州研究院项目管理部多年来丰富的项目管理实践总结与干货分享。字字句句凝结了网易项目经理的甘与苦、汗与泪。全书围绕项目管理体系，从敏捷实践、项目立项、需求管理、沟通管理，到计划进度管理、风险管理，真实反映了网易面向互联网产品项目管理实战经验与心路历程。不论你是项目管理新手，还是资深项目经理，都可以从本书中获得启发与借鉴。
场景革命,How-old如何引爆了朋友圈的全民脑洞狂欢？Uber是打车软件，还是入口？为什么“自拍”会成为一个产业？美团如何成为电影票房冠军的幕后推手？商业进入了新物种时代，超级平台之后，PC时代以降，IoT（万物互联）崛起之时，到底什么是新的入口？一系列的颠覆使我们开始正视移动互联时代的品类创造方法，一场孕育已久的场景革命正在发生。《场景革命：重构人与商业的连接》为我们描绘了正在发生的商业革命和支撑场景的四大要素，通过构建场景的“四即”方法论，展现了场景在商业中的应用价值。未来的生活图谱将由场景定义，未来的商业生态也由场景搭建。有优惠券、有活动入口、视频音频链接和场景推荐。这不是本要死得远远的广告书，近似于流行手绘，接近于一次完整的年轻生活方式洞察。
删除,《删除》讲述了遗忘的美德，为读者展现了大数据时代的取舍之道。《删除》从大数据时代信息取舍的目的和方法分别诠释了“被遗忘的权利”。维克托首先回溯了人类追寻记忆的过程，之后提出数字技术与全球网络正在瓦解我们天生的遗忘能力。对此，他考察了促进遗忘终止4大驱动力——数字化，廉价的存储器，易于提取，全球性访问。之后，他提出了当前数字化记忆的两大威胁——信息权力与时间，并给出了应对威胁的6大对策——数字化节制、保护信息隐私权、建设数字隐私权基础设施、调整人类的现有认知、打造良性的信息生态、完全语境化。最后，他提出了一种应对数字化记忆与信息安全的极有可能的关键对策——给信息设定存储期限。《删除》开启了一场“互联网遗忘运动”，让我们始终记得遗忘的美德。这本书告诉我们，在大数据时代，面对海量信息人类该如何取舍，怎样才能构建一个积极而安全的未来。《删除》讲述了遗忘的美德，为读者展现了大数据时代的取舍之道。数字技术赋予了我们前所未有的权利，它也产生了意想不到的可怕后果。facebook上照片会被网络永远铭记，甚至会影响到一个人的职业发展；Google记得所有我们搜索过的信息和时间。数字王国记住了那些有时最好被遗忘的信息。删除，大数据取舍之道，就是把有意义的留下来，把无意义的去掉。只有理解了在大数据中，需要的是什么，以及如何判断这种需要，才能举一反三地明白到底为什么要去掉那些不需要的。维克托•迈尔-舍恩伯格，大数据时代的预言家，《科学》《自然》等著名学术期刊最推崇的互联网研究者之一，“大数据商业应用第一人”，拥有在哈佛大学、牛津大学、耶鲁大学和新加坡国立大学等多个互联网研究重镇任教的经历。中国社科院信息化研究中心秘书长姜奇平作序倾情推荐。北京大学新闻与传播学院副教授胡泳、中国科学院理论物理研究所研究员李淼、麻省理工学院教授大卫•克拉克、国际著名信息隐私权专家保罗•施瓦茨、斯坦福大学互联网与社会中心创办人劳伦斯•莱斯格、波士顿咨询公司高级副总裁菲利普•埃文斯联袂推荐《删除》一经出版，即获得美国政治科学协会颁发的“唐•普赖斯奖”，以及媒介环境学会的最高荣誉“马歇尔•麦克卢汉奖”，同时受到《连线》《自然》《华尔街日报》《纽约时报》等各大权威媒体广泛好评。《删除》洞见了“被遗忘的权利”，探索了大数据时代人类该如何构建积极而安全的未来。
SRE: Google运维解密,大型软件系统生命周期的绝大部分都处于“使用”阶段，而非“设计”或“实现”阶段。那么为什么我们却总是认为软件工程应该首要关注设计和实现呢？在《SRE：Google运维解密》中，GoogleSRE的关键成员解释了他们是如何对软件进行生命周期的整体性关注的，以及为什么这样做能够帮助Google成功地构建、部署、监控和运维世界上现存最大的软件系统。通过阅读《SRE：Google运维解密》，读者可以学习到Google工程师在提高系统部署规模、改进可靠性和资源利用效率方面的指导思想与具体实践——这些都是可以立即直接应用的宝贵经验。任何一个想要创建、扩展大规模集成系统的人都应该阅读《SRE：Google运维解密》。《SRE：Google运维解密》针对如何构建一个可长期维护的系统提供了非常宝贵的实践经验。
硅谷之火,我们今天正处于这样一个时代：充满幻想的人们发现他们获得了他们曾经梦寐以求的力量，并且可以利用这个力量来改造我们的世界。这是个转折的时代，跨国公司迷失了发展方向，而小企业家却举起了计算机革命的大旗，成了开拓未来的先锋。在这个时代里，计算机奇才的脸上露出了胜利的微笑，胸怀大志者成了富有理想的人，而富有理想的人则成了亿万富翁。这是一场真正的革命，它促使人们变得伟大，变得富有而充满理想，自豪而富于爱心，努力实现前人从未达到的目标，乘风破浪去夺取这场计算机革命的胜利。
My Life as a Night Elf Priest,"WorldofWarcraftraidlybecameoneofthemostoularonlineworldgamesonthelanet,amassing11.5millionsubscribers—officiallymakingitanonlinecommunityofgamersthathadmoreinhabitantsthanthestateofOhioandwasalmosttwiceasoulousasScotland.It&#39;samassivelymultilayeronlinegame,orMMOingamerjargon,whereeachersoncontrolsasinglecharacterinsideavirtualworld,interactingwithothereole&#39;scharactersandcomuter-controlledmonsters,quest-givers,andmerchants.InMyLifeasaNightElfPriest,BonnieNardi,awell-knownethnograherwhohasublishedextensivelyonhowtheoriesofwhatwedointersectwithhowweadotandusetechnology,comilesmorethanthreeyearsofarticiatoryresearchinWarcraftlayandcultureintheUnitedStatesandChinaintothisfieldstudyoflayerbehaviorandactivity.Sheintroducesustoherresearchstrategyandthehistory,structure,andcultureofWarcraft;arguesforalyingactivitytheoryandtheoriesofaestheticexeriencetothestudyofgamingandlay;andeducatesusonissuesofgender,culture,andaddictionasartofthelayexerience.NardiaintsacomellingortraitofwhatdrivesonlinegamersbothinthiscountryandinChina,whereshesentamonthstudyinglayersinInternetcafes.BonnieNardihasgivenusafreshlooknotonlyatWorldofWarcraftbutatthefieldofgamestudiesasawhole.Oneofthefirstin-dethstudiesofagamethathasbecomeaniconofdigitalculture,MyLifeasaNightElfPriestwillcaturetheinterestofboththegamerandtheethnograher."
社群营销,互联网正从“物以类聚”，走向“人以群分”的时代。秋叶等人的“社群营销”，并非单纯靠社群卖东西，而是建立一种去中心化的、自行运转的生态。让“同好”们形成紧密的联系，创造出海量营销机会。主要内容：【从0到1】回归本源：再论，什么是社群？精准定位：5W1H梳理社群目标建群实践：走好关键的四步【从小到大】步步为营：避开扩张的五大陷阱团结协作：打造高效运营团队人气至上：保持社群活跃度打通线下：打造落地核心团队【社群经济】关键抉择：免费社群与付费社群变现实操：社群营销的七种战术未来之路：通往社群的新阶段
移动的帝国,日本是全世界移动互联网最发达的国家之一，堪称移动的帝国。在手机游戏、手机支付、移动医疗、移动电子商务、手机电视等方面，日本都充当了全球移动互联网的试验田。曾经傲视全球的日本运营商将怎样面对转型的挑战？iPhone来势汹汹，如何打破封闭的日本移动互联网体系？日本在智能手机时代的手机游戏、O2O、移动医疗、移动广告等方面，涌现出了哪些值得借鉴的商业模式？本书作者团队先后数次前往日本调研，拜访了多位日本移动互联网的重量级人物，在本书中第一次对日本移动互联网发展和现状进行了全景式的展现，深入解读其经验教训，为我国移动互联网产业的发展带来启迪。
增长黑客实战,《增长黑客实战》围绕硅谷前沿的增长黑客职业，讲解增长理念的树立、增长团队的组建、流程制度的创立、技术营销的运用等团队运营成功实战经验。作者以自身创业经验为蓝本，结合真实案例，并融入一些伟大创业者的智慧，创建了一套思考、验证和追求卓越增长的理论体系。那些想要验证自己的创意、解决实际增长问题和拥有成功事业的人，可以将《增长黑客实战》当成一套清晰的实践指南、一幅组建增长团队的指导蓝图，或者一套值得反复玩味的方法论。《增长黑客实战》适合希望成功创业的CEO、公司经理、开发人员、产品经理和市场运营人员，以及任何有创意并且想创业的人。
维基经济学,维基经济学的得名，缘于维基百科全书网站的巨大成功，它向世界证明：如果有一种方法充分利用组织里每一个人的智慧，它的能量将无比惊人！维基经济学所揭示的四个新法则——开放、对等、共享以及全球运作——正在取代一些旧的商业教条，许多成熟的传统公司正在从这种新的商务范式中受益。我们所熟知的企业如Google、亚马逊、宝洁、IBM、乐高、英特尔、宝马、波音、百思买、Youtube、MySace等，都已经从维基经济中获得巨大的成功。《维基经济学》的结论源自900万美元的研究项目，素有“数字经济之父”美誉的新经济学家唐·泰普斯科特向我们展示了个体力量的上升是如何改变商业社会的传统规则，这种利用大规模协作生产产品和提供服务的新方式，正颠覆我们对于传统知识创造模式的认识。面对变化激烈的未来，企业和个人必须更有远见，掌握维基技术，拥抱维基理念，是21世纪最重要的商业素质。
黑暗網路,◎台灣第一本以專業角度探討暗網以及網路非法社群次文化等的書籍◎亞馬遜好評4.3顆星、美國國家公共廣播電台（NPR）2015年度最佳好書、華盛頓郵報非文學重點選書◎深入又生動的質化研究訪談為主體，作者深入黑暗網路世界，大量的第一手訪查資料，兼具議題性、趣味性與專業度。◎華盛頓郵報、衛報、觀察者、泰晤士報等均為本書刊載書評；NewScientist、Sciencebase等科技相關媒體，以及英國金融時報、倫敦政經學院等經濟媒體亦專文評論。創新、顛覆、激進、恣肆在匿名提供的安全網之下，一切狂想與慾望都成為可能在莎拉按下確定、把一張不太過分的半裸照片送上網路之前，她不知道接下來將是一連串侵襲身邊所有人的風暴。隨著更露骨的照片上傳，她的真實姓名、住址、家人和朋友的身分全都一一曝光，親友也被迫看見她令人難堪的照片和數不清的譏諷、調戲和威脅。莎拉不曉得散播惡意的許多網友是誰，對他們來說，看見別人犯下悲慘的錯誤似乎就是最大的樂趣。莎拉的案例並不罕見，許多匿名討論板都發生過類似的狀況，而在「暗網」的世界中，更慘痛而驚悚的事件更不時發生。暗網，又稱深網，對於網路使用者來說是彷彿都市傳說，恐怖神秘又吸引人的存在。暗網只能透過特定方式進入，其中關鍵是洋蔥路由器提供的隱匿服務，不會被一般搜尋引擎找到，因此更添神祕感。正因為暗網具備高度隱密性與自由度，它讓我們得以看見人性的極端化，有時良善美好，有時邪惡放縱、甚至駭人聽聞，例如「暗殺市場」、「絲路」和數不清的兒童色情網。本書從暗網這個擁有最大匿名性與自由彈性的國度起始，逐步探討在網路世界（不只暗網，亦包含表層網路世界）幾無法紀的數個角落中，特別遊走在法律邊緣、或者已越界的行為。內容包括網路小白的引戰招數、人肉搜尋與騷擾文化；種族／民族主義者的組織與反法西斯團體之間的攻防與互相滲透；比特幣與無政府主義者、密碼叛客的長久淵源；包含「絲路」在內的販毒網站如何改變現實世界的毒品市場……種種主題，作者巴特利特進入暗網和眾多匿名討論區，親口訪問處在第一線、帶著讓人不安氣息的使用者，他甚至做出犯法行為以收集材料。紮實深入的資料在巴特利特精闢卻又帶著人性溫暖的筆下，將黑暗網路顯露出最危險，卻也因此最絢爛迷人的光彩。
大规模Web服务开发技术,Hatena是日本最大的Web服务提供商之一，它提供的服务包括关键字（类似于维基百科）、博客、相册等。《大规模Web服务开发技术》由伊藤直也、田中慎司所著，内容主要来自Hatena为学生们举行的暑期实习的课程，内容涵盖广泛，介绍了性能优化、分布式、算法、系统架构等各个方面，甚至还介绍了硬件的经济成本，是运维工程师们必不可少的参考书。书中还包括几个算法实习课题，介绍了压缩算法、全文搜索等算法的实现方法，对于打算靠Web创业的人不失为一本很不错的参考书。
构建高性能Web站点,本书围绕如何构建高性能Web站点，从多个方面、多个角度进行了全面的阐述，涵盖了Web站点性能优化的几乎所有内容，包括数据的网络传输、服务器并发处理能力、动态网页缓存、动态网页静态化、应用层数据缓存、分布式缓存、Web服务器缓存、反向代理缓存、脚本解释速度、页面组件分离、浏览器本地缓存、浏览器并发请求、文件的分发、数据库IO优化、数据库访问、数据库分布式设计、负载均衡、分布式文件系统、性能监控等。在这些内容中充分抓住本质并结合实践，通过通俗易懂的文字和生动有趣的配图，让读者充分并深入理解高性能架构的真相。同时，本书充分应用跨学科知识和科学分析方法，通过宽泛的视野和独特的角度，将本书的内容展现得更加透彻和富有趣味。
一个人的电商,首次披露电商的运营与操盘内幕，徐小平、梁宁作序，雷军、陈彤、张向东、刘韧、王峰力荐！这个时代在经历前所未有的转型甚至颠覆，任何行业都将与互联网无缝融合，成为“互联网+”。有很多写电商的书，大多都用浓墨重彩阐释互联网转型的必要性，而讲到如何落地实操则浅尝即止，令人心潮澎拜之后不知如何下手。于是有了这本既有方法论，更重视实操细节的书。许晓辉，在知名电商公司凡客诚品做过高管，有海量投放与品牌营销的实战经验；也曾有创业慢生活品牌“初刻”的经历，三年跌宕起伏一路劈荆斩棘。本书以B2C电商作为观察视角，对品牌定位、资本运作、团队管理、产品规划、营销推广、新媒体传播等关键节点，都有详细论述，既有方法论的提炼，也有具体的执行建议。特别是对其创业项目“初刻”的全程解析，对创业者颇有借鉴意义。本书适合传统企业、互联网企业从业人员参考阅读。
黑客,黑客文化和伦理的奠基之作，计算机专业人士必读。二十五周年新版，涵盖比尔·盖茨、马克·扎克伯格、理查德·斯托曼、史蒂夫·沃兹尼克等著名黑客的最新资料。多年前，射击游戏之父、Doom游戏的作者约翰·卡马克由于读到本书，坚定了游戏开发的决心。谷歌首席信息官本·弗里德也是本书的忠实读者。探寻黑客文化的本质，体会黑客精神的精髓。
可视化未来,科学的传播速度有多快？今时今日我们很少谈论上帝了吗？人们什么时候开始用“havingsex”而不用“makinglove”?史上的人是在哪岁成名的？语法的变化速度到底有多快？哪些作家被纳粹审查得最彻底？“donut”什么时候开始取代“doughnut”?我们能否预测人类未来？比尔·克林顿和花椰菜哪个更出名？《可视化未来》一书的两位作者通过与“谷歌图书”的合作，得以有机会研究500多万本电子书，而成果是一个科学工具——n元词组词频查看器。通过它，我们可以一探恒星的运动轨迹，用图表去研究人类历史在几个世纪来的发展趋势，从而为我们提供了一个新的理解世界过往、可能性和未来的视角。该书是史蒂芬·平克最为推崇的人文趋势新作，500多万本电子书、82幅图表、6大热点主题，完美洞悉人文历史与未来。
互联网思维,互联网时代出现了一些新企业，这些企业发展时间不长，却后来居上，远远超过传统企业，可见互联网思维的颠覆力量是多么强大。本书分析了八大互联网思维：用户思维、平台思维、粉丝思维、社群思维、流量思维、微创新思维、跨界思维、大数据思维。书中有理论概述、案例分析、方法汇总、图表详解等，以使读者看了就能懂，拿来就能用，化繁为简，直击核心。
爆款：如何打造超级IP,哈佛商学院IP运营与产品管理方法论第一书，翻转长尾理论的重要著作！电影大片、当红炸子鸡、百万畅销书背后的运营逻辑是什么？《五十度灰》、LadyGaga、维多利亚的秘密有何共同秘密？漫威如何将蜘蛛侠、X战警、绿巨人打造成金矿？皇马如何打造体育IP，一跃成为全球收入最高的足球俱乐部？爆款策略如何运用于电影、电视、音乐、出版、体育与商业各领域？-----------------------------------哈佛商学院最受欢迎的教授安妮塔•埃尔伯斯，就互联网时代下的IP运营公司进行了前瞻性的研究。她在这本开创性的著作中指出，在竞争激烈的商业社会，产品脱颖而出的关键是采取看似高风险的“爆款策略”。比如打造超级IP，制作成本与营销费用极度高昂的电影、电视节目、歌曲、书籍——其实是最能确保公司成功的方法。埃尔伯斯提出，IP即品牌，爆款的逻辑是赢者通吃。执行高风险、高报酬的计划，其实是最佳的、长期制胜的商业模式。我们需要对长尾理论进行修正，即使尾巴很重要，但要成功，还需精心打造头部。互联网时代，一切行业皆娱乐业，如何用数字技术打造超级IP的逻辑推动商机，如何在所处产业推出爆款，《爆款：如何打造超级IP》将是第一本必读的重要著作。《爆款：如何打造超级IP》解构IP产业链，揭露为何顶级企业会耗费巨资寻找爆款，为什么超级巨星可以得到一般人难以企及的报酬，以及数字科技如何改变商业。作者还提出一个观点：最终，在数字科技的引领下，世上所有产业皆为娱乐业，所有行业都得学习爆款策略，才能在激烈竞争中脱颖而出。----------------------------------------------------------------------------------------《爆款：如何打造超级IP》告诉你，你可以奉行长尾策略，但最好不要忽视头部，因为在那里你才能真正实现效益。我们喜欢长尾，但还是得从头部确保大部分盈利。——埃里克•施密特，《重新定义公司：谷歌是如何运营的》作者一本好书值得读二遍，而《爆款》至少值得你读三遍。首先，阅读本书是一种乐趣。作者安妮塔•埃尔伯斯描述了爆款与超级明星的历史渊源。第二遍，你可以为了作者提出的模型再读一遍，她解释了爆款打造的过程。第三遍——这次根据她的模型想想如何利用爆款策略。《爆款：如何打造超级IP》是一本有趣又发人深省的书。——克莱顿•克里斯坦森，《创新的窘境》作者安妮塔•埃尔伯斯的《爆款：如何打造超级IP》基于她令人印象深刻的调研，她打造出了一本易于理解且有趣的书，令人信服。——《金融时报》（FinancialTimes）《爆款：如何打造超级IP》是一本不寻常的商业书籍。——《出版人周刊》（PublishersWeekly）在《爆款：如何打造超级IP》中，安妮塔•埃尔伯斯提出投资潜在的大赢家将得到极其丰厚的报酬——如今主宰消费市场的诸多行业都遵循了这一原则。——《华尔街日报》（TheWallStreetJournal）怎么会有那么多的电影都是改编而来的？《爆款：如何打造超级IP》解释了这个问题，并指出了答案：“爆款策略”大行其道，越来越多的投资被赌在越来越少的产品上。——TheAtlantic.com《爆款：如何打造超级IP》的作者安妮塔•埃尔伯斯以精确、数字导向的方式分析了文化领域，结论强而有力。——《波士顿环球报》（TheBostonGlobe）《爆款：如何打造超级IP》让我们看到，与其分散投资、将少量金额投注在大量产品上，不如用“爆款策略”。对于表现中庸、鲜少引起大众关注的公司而言，这是致胜秘方。——《福布斯》（Forbes）如果你好奇为什么好莱坞对超级英雄很着迷，以及为什么所有热门歌曲听起来都很像，《爆款：如何打造超级IP》提供了引人入胜的答案。安妮塔•埃尔伯斯以易懂、可信的方式，解释了当代IP制作、营销与消费的手法。——科克斯书评（KirkusReviews）
增长的本质,这是一本物理学家撰写得跨经济学、社会、物理学等多学科的专著。在伊达尔戈之前，从来没有人以这样的方式研究经济增长。什么是经济增长？为什么它只发生在历史长河的一些节点上？传统意义上的解释都强调了体制、地理、金融和心理因素。而塞萨尔?伊达尔戈告诉我们，想了解经济增长的本质，还需要走出社会科学的研究，在信息、关系网和复杂性这样的自然科学中寻求答案。为了认识经济发展，塞萨尔?伊达尔戈认为我们首先需要理解秩序的增长。为什么有的国家富裕，有的国家贫穷？在1975年，阿根廷的收入是韩国的3倍，是一个富裕国家。但当时阿根廷的国家发展能力并不见得比韩国强。这个例子说明，发展能力要比财富更加重要，那为什么一些国家的国家发展能力要强于其他国家？在《增长的本质》这本书中，伊达尔戈结合经济增长以及物理学这两个看似分离的领域，提出了经济增长的新理论。复杂产品（从企业到机器人，应用程序到汽车）是经济知识的物理升华，是一个对其教育、基础设施和能力的可衡量体现。这是一本对全球经济进行全新诠释，并颠覆经济发展和财富起源传统假设的书。
硅谷热,《硅谷热》总共分三部分。第一部分为“硅谷的崛起”，以苹果电脑的传奇故事为主线，讲述了硅谷的发展历史。第二部分为“高技术文明”，从风险投资、创业故事、人物传奇等各个方面描绘了硅谷的生态状况。第三部分为“硅谷的明天”，讲述了硅谷模式在全球的扩散、硅谷面临的全球竞争和深远影响。书中，硅谷这场传奇的主要角色：人物、公司、技术、产品等都综合在其中，一锅子端给了嗷嗷待哺的人们：PC革命、半导体传奇、软件神话等新的天空，惠普、英特尔、苹果等创业代表，休利特、乔布斯、格罗夫等的暴富故事……当然，文章也有侧重，比如仙童公司是硅谷的摇篮，“硅谷大约70家半导体公司的半数是仙童公司的直接或间接后裔。在仙童公司供职是进入遍布于硅谷各地的半导体业的途径。1969年在森尼维尔举行的一次半导体工程师大会上，400位与会者中，未曾在仙童公司工作过的还不到24人。”讲述这些故事，不煽情，也不呆板，倒符合硅谷的身份。本书在最合适的时机成为了宣言硅谷的“科普读物”，满足了整个世界对于硅谷的向往和好奇。从此，一个新兴的高科技时代开始，新经济也在酝酿中期待爆发。今天，我们重新翻阅这本瘦小的旧书，依然饶有趣味，因为书中的主人公——硅谷，并没有过时或者离我们远去。硅谷情结依然充斥在我们每天日常生活的空气之中。
运营制胜,《运营制胜——从零系统学运营构建用户增长引擎》主要从内容运营、用户运营、推广运营三个方向来介绍产品运营方面的知识。其中内容运营主要介绍了内容生成的机制、内容方向设定、内容输出、内容生产引擎、内容推荐机制、数据如何驱动内容运营、内容运营的KPI设定、建立内容库、内容的赢利模式。用户运营主要介绍了产品的冷启动、获得种子用户及早期用户、建立用户增长引擎、利用心理学引爆产品用户增长、增加用户活跃度、降低用户流失率。推广运营主要介绍了通过线上及线下的活动和商务合作等持续获取流量，利用微博、微信等流量平台获取流量等。除此之外，《运营制胜——从零系统学运营构建用户增长引擎》还分享了国内外知名的产品如Facebook、Twitter、Airbnb、微信、QQ的运营历程。《运营制胜——从零系统学运营构建用户增长引擎》适合运营人员、产品经理、转行互联网的传统行业从业人员、在校大学生及创业者。
跟小贤学运营,这是一部能帮助运营新人快速构建互联网运营方法论和快速掌握互联网运营实操的著作，是小贤在百度贴吧和小红书成长经历和运营经验的复盘。书中包含5大运营主题、40余种运营工具和渠道、50余种运营方法和技巧、100余个真实接地气的运营案例，能迅速帮助运营新人掌握全套实操技能和构建完整运营体系。本书的视角和知识体系都比较立体化：既有百度这样的互联网巨头运营规范和思路，又有小红书这样的明星创业公司（独角兽）运营技巧和攻克各种冷启动运营难题的解决方案；既有像百度贴吧和阿里“双11”这样的拥有数亿用户的成熟产品的运营经验，又有像小红书、在行这样的零用户新产品（早期阶段）的运营方法；既讲了PC互联网产品的运营，又讲了移动A的运营；既有具体的围绕用户运营、内容运营、活动运营、品牌运营、数据运营5大主题的运营策略与方法，又有宏观的运营人的职业生涯规划与自我素养修炼……如果你是一位互联网运营领域的新人，本书将会让你的成长不再孤寂，小贤会陪伴你一起快速完成从门外汉到初阶运营再到高阶运营的通关。
